1636047661,Discharging,45090000,34660000
1636047721,Discharging,45090000,34610000
1636047781,Discharging,45090000,34520000
1636047841,Discharging,45090000,34480000
1636047901,Discharging,45090000,34430000
1636047961,Discharging,45090000,34360000
1636048021,Discharging,45090000,34300000
1636048081,Discharging,45090000,34250000
1636048141,Discharging,45090000,34160000
1636048201,Discharging,45090000,34110000
1636048261,Discharging,45090000,34060000
1636048321,Discharging,45090000,34010000
1636048381,Discharging,45090000,33960000
1636048441,Discharging,45090000,33900000
1636048501,Discharging,45090000,33850000
1636048561,Discharging,45090000,33800000
1636048621,Discharging,45090000,33730000
1636048681,Discharging,45090000,33670000
1636048741,Discharging,45090000,33600000
1636048801,Discharging,45090000,33550000
1636048861,Discharging,45090000,33500000
1636048921,Discharging,45090000,33450000
1636048981,Discharging,45090000,33410000
1636049041,Discharging,45090000,33370000
1636049101,Discharging,45090000,33320000
1636049161,Discharging,45090000,33280000
1636049221,Discharging,45090000,33210000
1636049281,Discharging,45090000,33170000
1636049341,Discharging,45090000,33120000
1636049401,Discharging,45090000,33080000
1636049461,Discharging,45090000,33040000
1636049521,Discharging,45090000,32990000
1636049581,Discharging,45090000,32950000
1636049641,Discharging,45090000,32910000
1636049701,Discharging,45090000,32850000
1636049761,Discharging,45090000,32810000
1636049822,Discharging,45090000,32760000
1636049881,Discharging,45090000,32710000
1636049941,Discharging,45090000,32660000
1636050001,Discharging,45090000,32620000
1636050061,Discharging,45090000,32580000
1636050121,Discharging,45090000,32540000
1636050181,Discharging,45090000,32470000
1636050241,Discharging,45090000,32430000
1636050301,Discharging,45090000,32390000
1636050361,Discharging,45090000,32350000
1636050421,Discharging,45090000,32310000
1636050481,Discharging,45090000,32260000
1636050541,Discharging,45090000,32210000
1636050601,Discharging,45090000,32170000
1636050661,Discharging,45090000,32110000
1636050721,Discharging,45090000,32070000
1636050781,Discharging,45090000,32030000
1636050841,Discharging,45090000,31990000
1636050901,Discharging,45090000,31940000
1636050961,Discharging,45090000,31900000
1636051021,Discharging,45090000,31860000
1636051081,Discharging,45090000,31820000
1636051142,Discharging,45090000,31770000
1636051201,Discharging,45090000,31720000
1636051261,Discharging,45090000,31670000
1636051321,Discharging,45090000,31620000
1636051381,Discharging,45090000,31580000
1636051441,Discharging,45090000,31540000
1636051501,Discharging,45090000,31500000
1636051561,Discharging,45090000,31460000
1636051621,Discharging,45090000,31410000
1636051681,Discharging,45090000,31360000
1636051741,Discharging,45090000,31320000
1636051801,Discharging,45090000,31270000
1636051861,Discharging,45090000,31230000
1636051921,Discharging,45090000,31170000
1636051981,Discharging,45090000,31130000
1636052041,Discharging,45090000,31090000
1636052101,Discharging,45090000,31050000
1636052161,Discharging,45090000,31010000
1636052221,Discharging,45090000,30950000
1636052281,Discharging,45090000,30900000
1636052341,Discharging,45090000,30860000
1636052401,Discharging,45090000,30820000
1636052462,Discharging,45090000,30780000
1636052521,Discharging,45090000,30740000
1636052581,Discharging,45090000,30700000
1636052641,Discharging,45090000,30650000
1636052701,Discharging,45090000,30590000
1636052761,Discharging,45090000,30550000
1636052821,Discharging,45090000,30510000
1636052881,Discharging,45090000,30470000
1636052941,Discharging,45090000,30430000
1636053001,Discharging,45090000,30380000
1636053061,Discharging,45090000,30340000
1636053121,Discharging,45090000,30300000
1636053181,Discharging,45090000,30240000
1636053241,Discharging,45090000,30200000
1636053301,Discharging,45090000,30160000
1636053361,Discharging,45090000,30110000
1636053421,Discharging,45090000,30070000
1636053481,Discharging,45090000,30030000
1636053541,Discharging,45090000,29990000
1636053601,Discharging,45090000,29950000
1636053661,Discharging,45090000,29910000
1636053722,Discharging,45090000,29850000
1636053781,Discharging,45090000,29810000
1636053841,Discharging,45090000,29760000
1636053901,Discharging,45090000,29720000
1636053961,Discharging,45090000,29680000
1636054021,Discharging,45090000,29640000
1636054081,Discharging,45090000,29590000
1636054141,Discharging,45090000,29550000
1636054201,Discharging,45090000,29510000
1636054261,Discharging,45090000,29460000
1636054321,Discharging,45090000,29420000
1636054381,Discharging,45090000,29380000
1636054441,Discharging,45090000,29330000
1636054501,Discharging,45090000,29280000
1636054561,Discharging,45090000,29240000
1636054621,Discharging,45090000,29200000
1636054681,Discharging,45090000,29160000
1636054741,Discharging,45090000,29100000
1636054801,Discharging,45090000,29060000
1636054861,Discharging,45090000,29020000
1636054921,Discharging,45090000,28980000
1636054981,Discharging,45090000,28940000
1636055041,Discharging,45090000,28890000
1636055101,Discharging,45090000,28840000
1636055161,Discharging,45090000,28800000
1636055221,Discharging,45090000,28760000
1636055281,Discharging,45090000,28710000
1636055341,Discharging,45090000,28670000
1636055401,Discharging,45090000,28630000
1636055461,Discharging,45090000,28580000
1636055521,Discharging,45090000,28530000
1636055581,Discharging,45090000,28490000
1636055641,Discharging,45090000,28450000
1636055702,Discharging,45090000,28410000
1636055761,Discharging,45090000,28360000
1636055821,Discharging,45090000,28310000
1636055881,Discharging,45090000,28270000
1636055941,Discharging,45090000,28230000
1636056001,Discharging,45090000,28180000
1636056061,Discharging,45090000,28140000
1636056121,Discharging,45090000,28100000
1636056181,Discharging,45090000,28050000
1636056241,Discharging,45090000,28010000
1636056301,Discharging,45090000,27960000
1636056362,Discharging,45090000,27920000
1636056421,Discharging,45090000,27880000
1636056481,Discharging,45090000,27840000
1636056541,Discharging,45090000,27780000
1636056601,Discharging,45090000,27740000
1636056661,Discharging,45090000,27700000
1636056721,Discharging,45090000,27660000
1636056781,Discharging,45090000,27610000
1636056841,Discharging,45090000,27570000
1636056901,Discharging,45090000,27520000
1636056961,Discharging,45090000,27480000
1636057021,Discharging,45090000,27440000
1636057081,Discharging,45090000,27400000
1636057141,Discharging,45090000,27350000
1636057201,Discharging,45090000,27310000
1636057261,Discharging,45090000,27260000
1636057321,Discharging,45090000,27210000
1636057381,Discharging,45090000,27170000
1636057441,Discharging,45090000,27130000
1636057501,Discharging,45090000,27090000
1636057561,Discharging,45090000,27050000
1636057622,Discharging,45090000,27000000
1636057681,Discharging,45090000,26960000
1636057741,Discharging,45090000,26920000
1636057801,Discharging,45090000,26860000
1636057861,Discharging,45090000,26820000
1636057921,Discharging,45090000,26780000
1636057981,Discharging,45090000,26730000
1636058041,Discharging,45090000,26690000
1636058101,Discharging,45090000,26650000
1636058161,Discharging,45090000,26610000
1636058221,Discharging,45090000,26570000
1636058281,Discharging,45090000,26530000
